0.04860567	-0.031319432	0.002686942	-0.044641547	0.086276785	0.035952285	-0.012219898	0.0090992395	0.025057983	0.04587346	0.021889461	0.02920348	0.009644488	0.024707245	0.0809608	0.018217938
0.11351868	-0.09967194	-0.037032064	-0.020635441	-0.06164615	0.119756706	-0.11777914	-0.079906665	0.1537458	0.10165611	0.03374525	-0.11462774	-0.011484553	0.14829622	0.18169875	0.004419727
0.16833459	-0.23374051	0.022266917	-0.10455205	-0.058328737	0.17813155	-0.19580369	-0.083565846	0.15841736	0.057605233	0.12559992	-0.14657825	-0.0936568	0.26492327	0.24194917	0.10915303
-0.45961744	0.48609567	0.13387237	0.28828302	0.34187096	-0.47480208	0.46618438	0.3641603	-0.5302997	0.023214152	-0.26750737	0.5769102	0.42173275	-0.48295075	-0.5387722	-0.22535399
3.315738e-05	0.010937759	0.044240072	0.005937634	-0.02918088	-0.017076334	-0.0036247661	0.048991017	-0.08329846	-0.07846902	-0.018993566	0.027616544	-0.016400104	-0.03735698	-0.03602788	0.0064046998
0.013339673	-0.036947183	0.050192956	-0.03514508	-0.12435306	0.06211142	-0.027597876	-0.028612023	0.061322134	-0.21034181	-0.024579791	-0.027843934	-0.07934282	0.11942439	0.019714931	0.14587326
-0.47119546	0.45163062	0.34633052	0.32516664	0.29987758	-0.49543402	0.49841785	0.39064753	-0.47771132	0.025472356	-0.39661404	0.49761766	0.3542952	-0.44311014	-0.524564	-0.12531596
0.050395735	-0.03256702	0.014824374	0.0018872943	-0.10578978	0.074551076	0.020191438	-0.025694707	-0.009337633	-0.12524524	-0.022853	-0.083186425	-0.08213028	0.05554195	0.043858252	0.09104422
-0.45394808	0.36668146	0.2781151	0.25518927	0.28403354	-0.41091555	0.4689979	0.4264732	-0.44879907	-0.13520667	-0.3741353	0.45601055	0.33207184	-0.34228632	-0.3781462	-0.07151682
-0.03319641	-0.017311404	-0.0032666365	0.033899646	0.02531301	-0.00080989895	-0.026534911	0.008380231	-0.012971468	0.083088055	0.030203804	0.00591371	-0.031792946	-0.008239742	0.01058504	0.0144401165
-0.4193745	0.54049253	0.24432123	0.36491233	0.34559909	-0.47474486	0.47686213	0.40628812	-0.5023036	0.007818305	-0.34692767	0.5254807	0.41919953	-0.47028327	-0.51600486	-0.1779668
0.04117471	-0.1123664	-0.021442246	-0.042337846	-0.025490336	0.13685177	-0.12821586	-0.102364115	0.070645176	0.030747654	0.06045485	-0.08130606	-0.03683415	0.1291194	0.13048187	-0.0215552
-0.25308654	0.26171508	0.15186897	0.17595936	0.17328738	-0.30381498	0.31769082	0.19351773	-0.2643463	-0.09747059	-0.137618	0.35519573	0.23247749	-0.26162913	-0.2933333	-0.10591007
0.36934847	-0.4131856	-0.1716947	-0.2635874	-0.28864723	0.3727031	-0.32101443	-0.3341611	0.37657657	0.0397527	0.17603804	-0.32142502	-0.30748975	0.37005207	0.35619313	0.19162093
-0.012543408	-0.037278105	0.0020709506	0.019877635	-0.03239382	0.014476476	-0.031916317	-0.0016826097	0.048699792	-0.020119969	-0.025536682	-0.041101955	-0.03582551	0.03729711	-0.00376462	-0.028024975
-0.03643643	-0.022726767	0.002911526	-0.0458111	0.004077091	-0.02957377	-0.00530441	-0.04648769	-0.033248376	0.03015161	0.0388786	-0.0350729	0.0071922285	-0.060783364	0.007691038	0.004941696
0.058949817	-0.077406965	-0.03829185	-0.13029267	-0.09019658	0.11146593	-0.073038355	-0.02789929	0.104400426	-0.20553331	0.07926974	-0.06162235	-0.068871595	0.15763286	0.1395042	0.2051013
-0.08661865	0.105161175	-0.02287704	-0.001050377	-0.01790408	-0.0054490888	0.06864775	-0.018329797	-0.027056774	-0.21585703	-0.04436014	0.04132232	0.011989517	-0.06379882	-0.089011446	0.11616246
0.021656308	-0.036490023	0.07959579	0.044173073	0.058506403	0.009032046	0.008389622	0.01926496	0.0038071289	0.13908914	-0.09430132	0.0062220194	0.081047565	0.0018295558	0.040037032	-0.06329151
-0.30027983	0.37469706	0.30767685	0.21839038	0.28219342	-0.34286952	0.35989243	0.38173276	-0.27919707	0.048625488	-0.31348053	0.33278027	0.24574085	-0.3123431	-0.31938097	-0.08327164
